roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-6423,female,"group C","associate's degree",False,6423,6423
std-6424,female,"group B","bachelor's degree",False,6424,6424
std-6425,female,"group A","high school",True,6425,6425
std-6426,female,"group D","some college",False,6426,6426
std-6427,female,"group E","some college",True,6427,6427
std-6428,female,"group B","some college",False,6428,6428
std-6429,female,"group C","high school",False,6429,6429
std-643,male,"group C","high school",False,643,643
std-6430,female,"group A","high school",True,6430,6430
std-6431,female,"group C","some college",True,6431,6431
std-6432,female,"group C","associate's degree",False,6432,6432
std-6433,female,"group D","some college",True,6433,6433
std-6434,female,"group D","master's degree",True,6434,6434
std-6435,female,"group A","associate's degree",True,6435,6435
std-6436,female,"group D","associate's degree",False,6436,6436
std-6437,female,"group C","some high school",False,6437,6437
std-6438,female,"group B","associate's degree",True,6438,6438
std-6439,female,"group B","high school",True,6439,6439
std-644,male,"group E","some high school",False,644,644
std-6440,female,"group E","some high school",False,6440,6440
std-6441,female,"group B","some college",False,6441,6441
std-6442,female,"group E","associate's degree",True,6442,6442
std-6443,female,"group C","some college",True,6443,6443
std-6444,female,"group D","some college",False,6444,6444
std-6445,female,"group E","associate's degree",False,6445,6445
std-6446,female,"group D","associate's degree",False,6446,6446
std-6447,female,"group D","bachelor's degree",False,6447,6447
std-6448,female,"group C","high school",False,6448,6448
std-6449,female,"group D","associate's degree",False,6449,6449
std-645,male,"group E","associate's degree",True,645,645
std-6450,female,"group C","high school",False,6450,6450
std-6451,female,"group C","associate's degree",True,6451,6451
std-6452,female,"group B","some college",True,6452,6452
std-6453,female,"group B","associate's degree",False,6453,6453
std-6454,female,"group E","high school",False,6454,6454
std-6455,female,"group C","bachelor's degree",True,6455,6455
std-6456,female,"group A","some college",False,6456,6456
std-6457,female,"group E","bachelor's degree",False,6457,6457
std-6458,female,"group D","master's degree",True,6458,6458
std-6459,female,"group C","high school",True,6459,6459
std-646,male,"group C","some college",False,646,646
std-6460,female,"group D","some college",True,6460,6460
std-6461,female,"group C","some college",False,6461,6461
std-6462,female,"group A","associate's degree",False,6462,6462
std-6463,female,"group B","master's degree",True,6463,6463
std-6464,female,"group A","master's degree",True,6464,6464
std-6465,female,"group C","associate's degree",True,6465,6465
std-6466,female,"group B","some high school",False,6466,6466
std-6467,female,"group B","some college",True,6467,6467
std-6468,female,"group C","associate's degree",True,6468,6468
std-6469,female,"group C","some high school",True,6469,6469
std-647,male,"group C","master's degree",True,647,647
std-6470,female,"group D","some college",True,6470,6470
std-6471,female,"group D","some college",False,6471,6471
std-6472,female,"group C","some college",False,6472,6472
std-6473,female,"group D","high school",False,6473,6473
std-6474,female,"group C","high school",False,6474,6474
std-6475,female,"group C","high school",False,6475,6475
std-6476,female,"group C","associate's degree",True,6476,6476
std-6477,female,"group B","high school",True,6477,6477
std-6478,female,"group B","some college",True,6478,6478
std-6479,female,"group A","some high school",False,6479,6479
std-648,male,"group D","high school",False,648,648
std-6480,female,"group D","high school",True,6480,6480
std-6481,female,"group D","some high school",False,6481,6481
std-6482,female,"group D","some college",False,6482,6482
std-6483,female,"group B","bachelor's degree",False,6483,6483
std-6484,female,"group E","high school",False,6484,6484
std-6485,female,"group E","some college",True,6485,6485
std-6486,female,"group C","bachelor's degree",False,6486,6486
std-6487,female,"group A","some college",False,6487,6487
std-6488,female,"group A","high school",True,6488,6488
std-6489,female,"group A","some college",False,6489,6489
std-649,male,"group D","associate's degree",False,649,649
std-6490,female,"group C","high school",False,6490,6490
std-6491,female,"group B","some high school",False,6491,6491
std-6492,female,"group A","master's degree",True,6492,6492
std-6493,female,"group B","some college",False,6493,6493
std-6494,female,"group B","some college",False,6494,6494
std-6495,female,"group A","associate's degree",False,6495,6495
std-6496,female,"group A","associate's degree",False,6496,6496
std-6497,female,"group B","master's degree",True,6497,6497
std-6498,female,"group C","master's degree",True,6498,6498
std-6499,female,"group D","high school",False,6499,6499
std-65,male,"group B","bachelor's degree",True,65,65
std-650,male,"group D","high school",False,650,650
std-6500,female,"group B","associate's degree",False,6500,6500
std-6501,female,"group E","high school",False,6501,6501
std-6502,female,"group B","some college",False,6502,6502
std-6503,female,"group C","bachelor's degree",True,6503,6503
std-6504,female,"group E","some college",False,6504,6504
std-6505,female,"group E","high school",True,6505,6505
std-6506,female,"group D","high school",False,6506,6506
std-6507,female,"group C","some high school",False,6507,6507
std-6508,female,"group C","some high school",False,6508,6508
std-6509,female,"group C","high school",True,6509,6509
std-651,male,"group B","high school",False,651,651
std-6510,female,"group D","high school",True,6510,6510
std-6511,female,"group C","some college",True,6511,6511
std-6512,female,"group D","some college",False,6512,6512
std-6513,female,"group E","some high school",True,6513,6513
std-6514,female,"group D","master's degree",False,6514,6514
std-6515,female,"group C","some college",False,6515,6515
std-6516,female,"group B","bachelor's degree",True,6516,6516
std-6517,female,"group E","some college",True,6517,6517
std-6518,female,"group E","some high school",False,6518,6518
std-6519,female,"group B","some high school",False,6519,6519
std-652,male,"group C","bachelor's degree",False,652,652
std-6520,female,"group C","high school",False,6520,6520
std-6521,female,"group D","associate's degree",True,6521,6521
std-6522,female,"group C","associate's degree",True,6522,6522
std-6523,female,"group D","bachelor's degree",True,6523,6523
std-6524,female,"group B","bachelor's degree",True,6524,6524
std-6525,female,"group E","high school",True,6525,6525
std-6526,female,"group D","high school",False,6526,6526
std-6527,female,"group C","some college",False,6527,6527
std-6528,female,"group D","associate's degree",False,6528,6528
std-6529,female,"group D","associate's degree",True,6529,6529
std-653,male,"group D","some college",False,653,653
std-6530,female,"group C","high school",False,6530,6530
std-6531,female,"group E","high school",True,6531,6531
std-6532,female,"group B","associate's degree",False,6532,6532
std-6533,female,"group D","associate's degree",False,6533,6533
std-6534,female,"group B","some college",True,6534,6534
std-6535,female,"group D","some college",False,6535,6535
std-6536,female,"group D","some college",True,6536,6536
std-6537,female,"group D","bachelor's degree",False,6537,6537
std-6538,female,"group B","some high school",False,6538,6538
std-6539,female,"group E","bachelor's degree",True,6539,6539
std-654,male,"group B","some high school",True,654,654
std-6540,female,"group C","some college",False,6540,6540
std-6541,female,"group D","high school",False,6541,6541
std-6542,female,"group C","high school",True,6542,6542
std-6543,female,"group E","associate's degree",False,6543,6543
std-6544,female,"group C","high school",True,6544,6544
std-6545,female,"group E","some college",False,6545,6545
std-6546,female,"group B","some college",False,6546,6546
std-6547,female,"group E","high school",False,6547,6547
std-6548,female,"group B","some college",False,6548,6548
std-6549,female,"group D","high school",False,6549,6549
std-655,male,"group C","some college",False,655,655
std-6550,female,"group C","some high school",False,6550,6550
std-6551,female,"group D","high school",True,6551,6551
std-6552,female,"group C","associate's degree",False,6552,6552
std-6553,female,"group A","some college",False,6553,6553
std-6554,female,"group C","associate's degree",True,6554,6554
std-6555,female,"group C","associate's degree",False,6555,6555
std-6556,female,"group B","bachelor's degree",False,6556,6556
std-6557,female,"group D","some high school",False,6557,6557
std-6558,female,"group E","high school",False,6558,6558
std-6559,female,"group C","some high school",False,6559,6559
std-656,male,"group C","some high school",True,656,656
std-6560,female,"group C","some high school",True,6560,6560
std-6561,female,"group D","some college",False,6561,6561
std-6562,female,"group D","associate's degree",False,6562,6562
std-6563,female,"group C","bachelor's degree",False,6563,6563
std-6564,female,"group D","associate's degree",True,6564,6564
std-6565,female,"group B","bachelor's degree",False,6565,6565
std-6566,female,"group D","associate's degree",False,6566,6566
std-6567,female,"group E","some high school",True,6567,6567
std-6568,female,"group D","some high school",False,6568,6568
std-6569,female,"group C","some high school",True,6569,6569
std-657,male,"group D","associate's degree",False,657,657
std-6570,female,"group B","some college",False,6570,6570
std-6571,female,"group D","master's degree",False,6571,6571
std-6572,female,"group D","associate's degree",True,6572,6572
std-6573,female,"group C","some college",False,6573,6573
std-6574,female,"group C","master's degree",True,6574,6574
std-6575,female,"group D","bachelor's degree",False,6575,6575
std-6576,female,"group C","some high school",False,6576,6576
std-6577,female,"group C","associate's degree",True,6577,6577
std-6578,female,"group E","some high school",False,6578,6578
std-6579,female,"group C","some high school",True,6579,6579
std-658,male,"group D","high school",False,658,658
std-6580,female,"group E","some college",True,6580,6580
std-6581,female,"group B","some high school",False,6581,6581
std-6582,female,"group C","some high school",False,6582,6582
std-6583,female,"group C","high school",False,6583,6583
std-6584,female,"group E","associate's degree",True,6584,6584
std-6585,female,"group E","bachelor's degree",False,6585,6585
std-6586,female,"group E","high school",False,6586,6586
std-6587,female,"group D","some college",True,6587,6587
std-6588,female,"group B","high school",True,6588,6588
std-6589,female,"group C","associate's degree",True,6589,6589
std-659,male,"group D","high school",True,659,659
std-6590,female,"group B","associate's degree",True,6590,6590
std-6591,female,"group E","high school",False,6591,6591
std-6592,female,"group C","bachelor's degree",True,6592,6592
std-6593,female,"group C","associate's degree",True,6593,6593
std-6594,female,"group D","high school",False,6594,6594
std-6595,female,"group C","high school",True,6595,6595
std-6596,female,"group B","associate's degree",False,6596,6596
std-6597,female,"group D","master's degree",True,6597,6597
std-6598,female,"group B","associate's degree",False,6598,6598
std-6599,female,"group C","high school",False,6599,6599
std-66,male,"group D","associate's degree",False,66,66
std-660,male,"group D","master's degree",False,660,660
std-6600,female,"group C","high school",True,6600,6600
std-6601,female,"group E","some college",False,6601,6601
std-6602,female,"group A","bachelor's degree",False,6602,6602
std-6603,female,"group C","associate's degree",False,6603,6603
std-6604,female,"group C","some college",True,6604,6604
std-6605,female,"group A","master's degree",False,6605,6605
std-6606,female,"group A","associate's degree",False,6606,6606
std-6607,female,"group B","some college",False,6607,6607
std-6608,female,"group C","high school",True,6608,6608
std-6609,female,"group D","some college",False,6609,6609
std-661,male,"group A","bachelor's degree",False,661,661
std-6610,female,"group E","high school",False,6610,6610
std-6611,female,"group E","master's degree",True,6611,6611
std-6612,female,"group D","some college",True,6612,6612
std-6613,female,"group D","some high school",True,6613,6613
std-6614,female,"group C","associate's degree",True,6614,6614
std-6615,female,"group E","some college",False,6615,6615
std-6616,female,"group A","some college",True,6616,6616
std-6617,female,"group D","associate's degree",False,6617,6617
std-6618,female,"group C","some college",False,6618,6618
std-6619,female,"group C","associate's degree",True,6619,6619
std-662,male,"group C","some college",False,662,662
std-6620,female,"group D","some college",False,6620,6620
std-6621,female,"group C","some high school",True,6621,6621
std-6622,female,"group A","master's degree",False,6622,6622
std-6623,female,"group D","some college",True,6623,6623
std-6624,female,"group E","some college",False,6624,6624
std-6625,female,"group A","high school",False,6625,6625
std-6626,female,"group C","high school",True,6626,6626
std-6627,female,"group A","high school",True,6627,6627
std-6628,female,"group B","some high school",True,6628,6628
std-6629,female,"group E","bachelor's degree",True,6629,6629
std-663,male,"group C","some high school",False,663,663
std-6630,female,"group C","some college",False,6630,6630
std-6631,female,"group E","associate's degree",False,6631,6631
std-6632,female,"group D","bachelor's degree",False,6632,6632
std-6633,female,"group D","high school",False,6633,6633
std-6634,female,"group C","some high school",False,6634,6634
std-6635,female,"group D","associate's degree",False,6635,6635
std-6636,female,"group C","high school",True,6636,6636
std-6637,female,"group D","some college",True,6637,6637
std-6638,female,"group A","some college",True,6638,6638
std-6639,female,"group C","high school",False,6639,6639
std-664,male,"group A","some college",False,664,664
std-6640,female,"group C","bachelor's degree",True,6640,6640
std-6641,female,"group C","master's degree",False,6641,6641
std-6642,female,"group A","bachelor's degree",False,6642,6642
std-6643,female,"group D","some high school",False,6643,6643
std-6644,female,"group D","some high school",True,6644,6644
std-6645,female,"group C","some high school",True,6645,6645
std-6646,female,"group D","associate's degree",False,6646,6646
std-6647,female,"group E","high school",True,6647,6647
std-6648,female,"group E","associate's degree",True,6648,6648
std-6649,female,"group E","high school",False,6649,6649
std-665,male,"group D","high school",True,665,665
std-6650,female,"group D","associate's degree",True,6650,6650
std-6651,female,"group D","associate's degree",True,6651,6651
std-6652,female,"group D","associate's degree",False,6652,6652
std-6653,female,"group A","associate's degree",False,6653,6653
std-6654,female,"group E","bachelor's degree",False,6654,6654
std-6655,female,"group B","some high school",False,6655,6655
std-6656,female,"group C","some high school",True,6656,6656
std-6657,female,"group E","some high school",False,6657,6657
std-6658,female,"group D","some college",False,6658,6658
std-6659,female,"group C","some college",True,6659,6659
std-666,male,"group D","bachelor's degree",False,666,666
std-6660,female,"group D","some high school",False,6660,6660
std-6661,female,"group D","associate's degree",False,6661,6661
std-6662,female,"group E","some high school",True,6662,6662
std-6663,female,"group D","associate's degree",True,6663,6663
std-6664,female,"group D","associate's degree",False,6664,6664
std-6665,female,"group C","associate's degree",True,6665,6665
std-6666,female,"group A","associate's degree",False,6666,6666
std-6667,female,"group D","associate's degree",False,6667,6667
std-6668,female,"group A","master's degree",True,6668,6668
std-6669,female,"group B","some high school",False,6669,6669
std-667,male,"group C","high school",False,667,667
std-6670,female,"group E","some college",False,6670,6670
std-6671,female,"group E","some high school",False,6671,6671
std-6672,female,"group B","master's degree",False,6672,6672
std-6673,female,"group A","master's degree",True,6673,6673
std-6674,female,"group C","bachelor's degree",False,6674,6674
std-6675,female,"group B","some high school",False,6675,6675
std-6676,female,"group D","master's degree",True,6676,6676
std-6677,female,"group E","bachelor's degree",True,6677,6677
std-6678,female,"group B","high school",True,6678,6678
std-6679,female,"group A","associate's degree",True,6679,6679
std-668,male,"group D","high school",False,668,668
std-6680,female,"group C","associate's degree",True,6680,6680
std-6681,female,"group C","high school",False,6681,6681
std-6682,female,"group C","associate's degree",False,6682,6682
std-6683,female,"group C","associate's degree",False,6683,6683
std-6684,female,"group C","bachelor's degree",True,6684,6684
std-6685,female,"group A","some college",False,6685,6685
std-6686,female,"group A","master's degree",True,6686,6686
std-6687,female,"group C","high school",False,6687,6687
std-6688,female,"group B","high school",False,6688,6688
std-6689,female,"group A","bachelor's degree",False,6689,6689
std-669,male,"group E","some high school",False,669,669
std-6690,female,"group D","master's degree",True,6690,6690
std-6691,female,"group D","some college",False,6691,6691
std-6692,female,"group B","some college",False,6692,6692
std-6693,female,"group D","high school",False,6693,6693
std-6694,female,"group D","bachelor's degree",False,6694,6694
std-6695,female,"group E","some college",True,6695,6695
std-6696,female,"group B","some high school",True,6696,6696
std-6697,female,"group D","some college",False,6697,6697
std-6698,female,"group D","associate's degree",True,6698,6698
std-6699,female,"group B","bachelor's degree",False,6699,6699
std-67,male,"group A","associate's degree",False,67,67
std-670,male,"group E","bachelor's degree",False,670,670
std-6700,female,"group D","high school",True,6700,6700
std-6701,female,"group A","bachelor's degree",True,6701,6701
std-6702,female,"group E","high school",False,6702,6702
std-6703,female,"group D","high school",True,6703,6703
std-6704,female,"group D","some high school",True,6704,6704
std-6705,female,"group C","bachelor's degree",False,6705,6705
std-6706,female,"group A","bachelor's degree",True,6706,6706
std-6707,female,"group C","some college",False,6707,6707
std-6708,female,"group C","some college",True,6708,6708
std-6709,female,"group D","high school",False,6709,6709
std-671,male,"group E","high school",False,671,671
std-6710,female,"group E","high school",False,6710,6710
std-6711,female,"group C","some high school",False,6711,6711
std-6712,female,"group D","some college",True,6712,6712
std-6713,female,"group E","associate's degree",False,6713,6713
std-6714,female,"group D","bachelor's degree",True,6714,6714
std-6715,female,"group C","some high school",True,6715,6715
std-6716,female,"group C","high school",True,6716,6716
std-6717,female,"group E","bachelor's degree",False,6717,6717
std-6718,female,"group D","bachelor's degree",False,6718,6718
std-6719,female,"group D","some high school",False,6719,6719
std-672,male,"group D","high school",False,672,672
std-6720,female,"group A","some high school",True,6720,6720
std-6721,female,"group A","high school",False,6721,6721
std-6722,female,"group C","some high school",False,6722,6722
std-6723,female,"group E","some high school",False,6723,6723
std-6724,female,"group E","high school",False,6724,6724
std-6725,female,"group B","some college",False,6725,6725
std-6726,female,"group D","some high school",False,6726,6726
std-6727,female,"group E","master's degree",True,6727,6727
std-6728,female,"group A","associate's degree",False,6728,6728
std-6729,female,"group C","some high school",False,6729,6729
std-673,male,"group D","associate's degree",True,673,673
std-6730,female,"group D","some college",True,6730,6730
std-6731,female,"group D","associate's degree",True,6731,6731
std-6732,female,"group D","some high school",True,6732,6732
std-6733,female,"group A","some college",False,6733,6733
std-6734,female,"group E","associate's degree",False,6734,6734
std-6735,female,"group D","some college",True,6735,6735
std-6736,female,"group E","bachelor's degree",True,6736,6736
std-6737,female,"group C","some high school",False,6737,6737
std-6738,female,"group C","associate's degree",True,6738,6738
std-6739,female,"group A","bachelor's degree",False,6739,6739
std-674,male,"group C","bachelor's degree",True,674,674
std-6740,female,"group B","high school",True,6740,6740
std-6741,female,"group B","associate's degree",False,6741,6741
std-6742,female,"group C","high school",True,6742,6742
std-6743,female,"group C","associate's degree",True,6743,6743
std-6744,female,"group D","some college",False,6744,6744
std-6745,female,"group E","some college",False,6745,6745
std-6746,female,"group B","some college",False,6746,6746
std-6747,female,"group A","bachelor's degree",True,6747,6747
std-6748,female,"group B","some college",False,6748,6748
std-6749,female,"group A","associate's degree",False,6749,6749
std-675,male,"group D","high school",False,675,675
std-6750,female,"group B","bachelor's degree",True,6750,6750
std-6751,female,"group D","associate's degree",False,6751,6751
std-6752,female,"group B","high school",True,6752,6752
std-6753,female,"group C","some high school",True,6753,6753
std-6754,female,"group A","high school",False,6754,6754
std-6755,female,"group E","master's degree",True,6755,6755
std-6756,female,"group E","some college",True,6756,6756
std-6757,female,"group C","associate's degree",False,6757,6757
std-6758,female,"group B","associate's degree",True,6758,6758
std-6759,female,"group B","associate's degree",True,6759,6759
std-676,male,"group D","some college",True,676,676
std-6760,female,"group A","associate's degree",True,6760,6760
std-6761,female,"group D","some high school",True,6761,6761
std-6762,female,"group E","associate's degree",False,6762,6762
std-6763,female,"group C","associate's degree",True,6763,6763
std-6764,female,"group D","some college",False,6764,6764
std-6765,female,"group D","some high school",False,6765,6765
std-6766,female,"group B","high school",True,6766,6766
std-6767,female,"group D","some high school",True,6767,6767
std-6768,female,"group D","associate's degree",False,6768,6768
std-6769,female,"group B","some high school",False,6769,6769
std-677,male,"group C","bachelor's degree",False,677,677
std-6770,female,"group D","high school",False,6770,6770
std-6771,female,"group E","some college",False,6771,6771
std-6772,female,"group C","some college",False,6772,6772
std-6773,female,"group D","some high school",True,6773,6773
std-6774,female,"group B","some high school",False,6774,6774
std-6775,female,"group B","some high school",False,6775,6775
std-6776,female,"group D","master's degree",False,6776,6776
std-6777,female,"group C","bachelor's degree",True,6777,6777
std-6778,female,"group E","high school",False,6778,6778
std-6779,female,"group D","some college",False,6779,6779
std-678,male,"group E","some college",False,678,678
std-6780,female,"group B","bachelor's degree",True,6780,6780
std-6781,female,"group B","bachelor's degree",False,6781,6781
std-6782,female,"group C","associate's degree",True,6782,6782
std-6783,female,"group A","bachelor's degree",True,6783,6783
std-6784,female,"group C","associate's degree",True,6784,6784
std-6785,female,"group D","high school",False,6785,6785
std-6786,female,"group C","some high school",True,6786,6786
std-6787,female,"group D","some college",True,6787,6787
std-6788,female,"group C","some college",False,6788,6788
std-6789,female,"group C","some college",True,6789,6789
std-679,male,"group B","master's degree",False,679,679
std-6790,female,"group A","master's degree",False,6790,6790
std-6791,female,"group B","associate's degree",True,6791,6791
std-6792,female,"group D","associate's degree",True,6792,6792
std-6793,female,"group D","some college",False,6793,6793
std-6794,female,"group D","some high school",False,6794,6794
std-6795,female,"group C","associate's degree",True,6795,6795
std-6796,female,"group B","high school",False,6796,6796
std-6797,female,"group A","some high school",False,6797,6797
std-6798,female,"group C","associate's degree",False,6798,6798
std-6799,female,"group E","some college",False,6799,6799
std-68,male,"group C","master's degree",True,68,68
std-680,male,"group C","bachelor's degree",False,680,680
std-6800,female,"group C","some high school",True,6800,6800
std-6801,female,"group D","associate's degree",False,6801,6801
std-6802,female,"group C","high school",False,6802,6802
std-6803,female,"group C","associate's degree",False,6803,6803
std-6804,female,"group C","master's degree",False,6804,6804
std-6805,female,"group C","master's degree",True,6805,6805
std-6806,female,"group B","bachelor's degree",False,6806,6806
std-6807,female,"group C","some high school",True,6807,6807
std-6808,female,"group B","master's degree",False,6808,6808
std-6809,female,"group D","bachelor's degree",True,6809,6809
std-681,male,"group D","some high school",True,681,681
std-6810,female,"group D","bachelor's degree",False,6810,6810
std-6811,female,"group D","some high school",True,6811,6811
std-6812,female,"group C","bachelor's degree",True,6812,6812
std-6813,female,"group E","high school",True,6813,6813
std-6814,female,"group C","some college",True,6814,6814
std-6815,female,"group A","some high school",False,6815,6815
std-6816,female,"group B","high school",False,6816,6816
std-6817,female,"group B","high school",False,6817,6817
std-6818,female,"group E","high school",False,6818,6818
std-6819,female,"group D","master's degree",False,6819,6819
std-682,male,"group E","high school",False,682,682
std-6820,female,"group E","some high school",False,6820,6820
std-6821,female,"group A","some college",False,6821,6821
std-6822,female,"group D","high school",False,6822,6822
std-6823,female,"group B","some college",True,6823,6823
std-6824,female,"group E","associate's degree",False,6824,6824
std-6825,female,"group C","high school",False,6825,6825
std-6826,female,"group D","some high school",True,6826,6826
std-6827,female,"group D","associate's degree",True,6827,6827
std-6828,female,"group C","some high school",True,6828,6828
std-6829,female,"group B","high school",True,6829,6829
std-683,male,"group C","master's degree",True,683,683
std-6830,female,"group B","high school",True,6830,6830
std-6831,female,"group C","some college",True,6831,6831
std-6832,female,"group B","some college",False,6832,6832
std-6833,female,"group B","some high school",True,6833,6833
std-6834,female,"group E","bachelor's degree",True,6834,6834
std-6835,female,"group E","associate's degree",False,6835,6835
std-6836,female,"group E","master's degree",False,6836,6836
std-6837,female,"group D","some high school",False,6837,6837
std-6838,female,"group D","associate's degree",True,6838,6838
std-6839,female,"group C","some high school",False,6839,6839
std-684,male,"group D","some college",False,684,684
std-6840,female,"group A","high school",False,6840,6840
std-6841,female,"group D","associate's degree",True,6841,6841
std-6842,female,"group A","some high school",True,6842,6842
std-6843,female,"group D","some high school",False,6843,6843
std-6844,female,"group A","associate's degree",False,6844,6844
std-6845,female,"group B","some high school",False,6845,6845
std-6846,female,"group D","some college",False,6846,6846
std-6847,female,"group C","some college",False,6847,6847
std-6848,female,"group C","associate's degree",True,6848,6848
std-6849,female,"group E","some college",True,6849,6849
std-685,male,"group C","some college",True,685,685
std-6850,female,"group D","some college",True,6850,6850
std-6851,female,"group E","some high school",False,6851,6851
std-6852,female,"group B","high school",False,6852,6852
std-6853,female,"group C","associate's degree",True,6853,6853
std-6854,female,"group B","some high school",True,6854,6854
std-6855,female,"group C","bachelor's degree",True,6855,6855
std-6856,female,"group C","associate's degree",False,6856,6856
std-6857,female,"group C","some college",True,6857,6857
std-6858,female,"group C","some high school",False,6858,6858
std-6859,female,"group A","associate's degree",False,6859,6859
std-686,male,"group C","associate's degree",False,686,686
std-6860,female,"group A","some college",False,6860,6860
std-6861,female,"group E","master's degree",False,6861,6861
std-6862,female,"group C","some high school",False,6862,6862
std-6863,female,"group E","bachelor's degree",True,6863,6863
std-6864,female,"group A","master's degree",False,6864,6864
std-6865,female,"group E","associate's degree",False,6865,6865
std-6866,female,"group A","associate's degree",True,6866,6866
std-6867,female,"group B","some high school",False,6867,6867
std-6868,female,"group A","associate's degree",True,6868,6868
std-6869,female,"group D","some college",False,6869,6869
std-687,male,"group E","associate's degree",False,687,687
std-6870,female,"group E","bachelor's degree",False,6870,6870
std-6871,female,"group D","some high school",False,6871,6871
std-6872,female,"group E","some college",False,6872,6872
std-6873,female,"group B","some high school",False,6873,6873
std-6874,female,"group D","associate's degree",False,6874,6874
std-6875,female,"group D","bachelor's degree",False,6875,6875
std-6876,female,"group E","some high school",True,6876,6876
std-6877,female,"group C","high school",False,6877,6877
std-6878,female,"group C","some high school",False,6878,6878
std-6879,female,"group C","master's degree",False,6879,6879
std-688,male,"group E","some college",False,688,688
std-6880,female,"group B","high school",True,6880,6880
std-6881,female,"group C","associate's degree",False,6881,6881
std-6882,female,"group C","high school",True,6882,6882
std-6883,female,"group B","high school",False,6883,6883
std-6884,female,"group D","master's degree",False,6884,6884
std-6885,female,"group C","master's degree",False,6885,6885
std-6886,female,"group A","master's degree",False,6886,6886
std-6887,female,"group C","some college",False,6887,6887
std-6888,female,"group C","some college",True,6888,6888
std-6889,female,"group B","associate's degree",False,6889,6889
std-689,male,"group B","associate's degree",False,689,689
std-6890,female,"group D","some high school",False,6890,6890
std-6891,female,"group B","some college",True,6891,6891
std-6892,female,"group E","master's degree",False,6892,6892
std-6893,female,"group A","associate's degree",False,6893,6893
std-6894,female,"group B","some high school",True,6894,6894
std-6895,female,"group D","some high school",False,6895,6895
std-6896,female,"group C","some college",False,6896,6896
std-6897,female,"group D","bachelor's degree",False,6897,6897
std-6898,female,"group E","associate's degree",True,6898,6898
std-6899,female,"group C","some high school",True,6899,6899
std-69,male,"group C","master's degree",False,69,69
std-690,male,"group A","some high school",False,690,690
std-6900,female,"group B","bachelor's degree",False,6900,6900
std-6901,female,"group D","associate's degree",True,6901,6901
std-6902,female,"group D","associate's degree",False,6902,6902
std-6903,female,"group D","associate's degree",True,6903,6903
std-6904,female,"group E","bachelor's degree",True,6904,6904
std-6905,female,"group C","some college",True,6905,6905
std-6906,female,"group B","some college",False,6906,6906
std-6907,female,"group C","associate's degree",True,6907,6907
std-6908,female,"group A","high school",False,6908,6908
std-6909,female,"group B","high school",False,6909,6909
std-691,male,"group B","some college",False,691,691
std-6910,female,"group D","associate's degree",False,6910,6910
std-6911,female,"group E","bachelor's degree",False,6911,6911
std-6912,female,"group E","high school",False,6912,6912
std-6913,female,"group A","high school",False,6913,6913
std-6914,female,"group A","associate's degree",False,6914,6914
std-6915,female,"group C","high school",True,6915,6915
std-6916,female,"group E","some high school",False,6916,6916
std-6917,female,"group A","associate's degree",False,6917,6917
std-6918,female,"group D","bachelor's degree",False,6918,6918
std-6919,female,"group D","some college",True,6919,6919
std-692,male,"group B","some college",False,692,692
std-6920,female,"group C","bachelor's degree",False,6920,6920
std-6921,female,"group C","some college",True,6921,6921
std-6922,female,"group D","some college",True,6922,6922
std-6923,female,"group B","high school",False,6923,6923
std-6924,female,"group E","some college",True,6924,6924
std-6925,female,"group D","associate's degree",False,6925,6925
std-6926,female,"group C","high school",True,6926,6926
std-6927,female,"group C","associate's degree",True,6927,6927
std-6928,female,"group D","bachelor's degree",False,6928,6928
std-6929,female,"group D","some college",True,6929,6929
std-693,male,"group D","some high school",True,693,693
std-6930,female,"group C","some college",True,6930,6930
std-6931,female,"group C","bachelor's degree",True,6931,6931
std-6932,female,"group E","associate's degree",True,6932,6932
std-6933,female,"group C","high school",False,6933,6933
std-6934,female,"group C","high school",True,6934,6934
std-6935,female,"group D","some high school",True,6935,6935
std-6936,female,"group C","some high school",True,6936,6936
std-6937,female,"group D","some college",False,6937,6937
std-6938,female,"group B","bachelor's degree",False,6938,6938
std-6939,female,"group C","some high school",False,6939,6939
std-694,male,"group A","bachelor's degree",False,694,694
std-6940,female,"group C","high school",True,6940,6940
std-6941,female,"group D","high school",False,6941,6941
std-6942,female,"group D","high school",True,6942,6942
std-6943,female,"group A","some high school",False,6943,6943
std-6944,female,"group E","master's degree",True,6944,6944
std-6945,female,"group A","some college",False,6945,6945
std-6946,female,"group B","some high school",False,6946,6946
std-6947,female,"group D","high school",True,6947,6947
std-6948,female,"group E","bachelor's degree",True,6948,6948
std-6949,female,"group B","high school",True,6949,6949
std-695,male,"group C","some college",True,695,695
std-6950,female,"group E","bachelor's degree",False,6950,6950
std-6951,female,"group A","some high school",True,6951,6951
std-6952,female,"group C","associate's degree",False,6952,6952
std-6953,female,"group E","some high school",True,6953,6953
std-6954,female,"group E","some college",False,6954,6954
std-6955,female,"group A","high school",True,6955,6955
std-6956,female,"group E","master's degree",False,6956,6956
std-6957,female,"group C","some high school",False,6957,6957
std-6958,female,"group C","high school",True,6958,6958
std-6959,female,"group D","some high school",True,6959,6959
std-696,male,"group C","some college",False,696,696
std-6960,female,"group C","some high school",True,6960,6960
std-6961,female,"group C","some high school",False,6961,6961
std-6962,female,"group A","some high school",False,6962,6962
