score_id,roll_no,math_score,reading_score,writing_score,science_score,total_score
4382,std-4382,24,67,75,40,206
4383,std-4383,86,86,89,34,295
4384,std-4384,34,100,70,90,294
4385,std-4385,44,43,95,72,254
4386,std-4386,81,36,50,48,215
4387,std-4387,42,76,71,38,227
4388,std-4388,89,53,75,58,275
4389,std-4389,27,77,44,64,212
4390,std-4390,25,57,73,69,224
4391,std-4391,42,90,73,100,305
4392,std-4392,65,66,84,80,295
4393,std-4393,19,82,73,40,214
4394,std-4394,33,88,69,73,263
4395,std-4395,41,94,76,87,298
4396,std-4396,43,53,66,59,221
4397,std-4397,27,92,75,92,286
4398,std-4398,19,17,62,69,167
4399,std-4399,69,60,64,77,270
4400,std-4400,32,91,58,90,271
4401,std-4401,24,51,38,27,140
4402,std-4402,44,100,82,84,310
4403,std-4403,30,68,52,9,159
4404,std-4404,59,85,99,98,341
4405,std-4405,46,77,59,47,229
4406,std-4406,80,100,45,93,318
4407,std-4407,88,40,42,44,214
4408,std-4408,49,28,74,64,215
4409,std-4409,64,80,62,70,276
4410,std-4410,49,65,59,100,273
4411,std-4411,38,87,66,31,222
4412,std-4412,64,51,86,77,278
4413,std-4413,74,78,62,10,224
4414,std-4414,17,100,65,66,248
4415,std-4415,98,38,82,51,269
4416,std-4416,79,33,71,71,254
4417,std-4417,11,100,54,61,226
4418,std-4418,31,96,59,57,243
4419,std-4419,70,82,31,81,264
4420,std-4420,53,54,95,82,284
4421,std-4421,69,48,100,69,286
4422,std-4422,48,60,59,92,259
4423,std-4423,23,100,75,83,281
4424,std-4424,86,100,57,72,315
4425,std-4425,19,74,69,63,225
4426,std-4426,51,83,62,35,231
4427,std-4427,62,86,94,35,277
4428,std-4428,32,67,50,96,245
4429,std-4429,64,75,38,69,246
4430,std-4430,30,100,47,100,277
4431,std-4431,96,65,53,51,265
4432,std-4432,75,59,74,58,266
4433,std-4433,58,60,99,35,252
4434,std-4434,60,44,65,48,217
4435,std-4435,49,81,64,74,268
4436,std-4436,49,96,47,75,267
4437,std-4437,34,61,75,75,245
4438,std-4438,61,86,73,53,273
4439,std-4439,43,89,29,90,251
4440,std-4440,41,100,79,64,284
4441,std-4441,73,82,54,100,309
4442,std-4442,56,76,73,79,284
4443,std-4443,88,68,95,31,282
4444,std-4444,87,56,63,100,306
4445,std-4445,69,91,92,71,323
4446,std-4446,39,61,71,79,250
4447,std-4447,65,67,80,69,281
4448,std-4448,25,93,69,85,272
4449,std-4449,38,49,77,65,229
4450,std-4450,72,66,80,56,274
4451,std-4451,59,89,57,58,263
4452,std-4452,70,88,36,72,266
4453,std-4453,48,81,60,87,276
4454,std-4454,76,76,72,59,283
4455,std-4455,63,93,66,61,283
4456,std-4456,44,99,56,72,271
4457,std-4457,34,86,65,74,259
4458,std-4458,50,50,80,62,242
4459,std-4459,96,82,45,100,323
4460,std-4460,61,93,79,80,313
4461,std-4461,33,90,58,100,281
4462,std-4462,69,98,75,86,328
4463,std-4463,26,87,55,68,236
4464,std-4464,34,70,30,30,164
4465,std-4465,57,87,93,53,290
4466,std-4466,44,81,46,80,251
4467,std-4467,32,76,66,46,220
4468,std-4468,82,79,63,44,268
4469,std-4469,67,85,33,100,285
4470,std-4470,76,51,77,99,303
4471,std-4471,61,79,88,79,307
4472,std-4472,28,100,58,70,256
4473,std-4473,16,65,50,9,140
4474,std-4474,64,68,85,31,248
4475,std-4475,51,95,84,66,296
4476,std-4476,35,84,56,100,275
4477,std-4477,37,66,80,56,239
4478,std-4478,54,70,97,35,256
4479,std-4479,77,51,51,33,212
4480,std-4480,45,57,69,57,228
4481,std-4481,52,47,55,43,197
4482,std-4482,54,45,64,58,221
4483,std-4483,65,100,76,93,334
4484,std-4484,65,55,33,72,225
4485,std-4485,62,20,70,53,205
4486,std-4486,100,77,50,87,314
4487,std-4487,61,57,80,46,244
4488,std-4488,96,95,94,50,335
4489,std-4489,67,84,67,82,300
4490,std-4490,57,46,46,38,187
4491,std-4491,46,52,56,74,228
4492,std-4492,20,27,61,67,187
4493,std-4493,53,100,14,79,246
4494,std-4494,50,86,73,45,221
4495,std-4495,51,71,61,85,262
4496,std-4496,58,65,53,84,232
4497,std-4497,70,92,61,61,284
4498,std-4498,37,74,56,91,258
4499,std-4499,52,60,54,67,233
4500,std-4500,0,88,58,56,202
4501,std-4501,15,71,70,59,215
4502,std-4502,76,76,79,69,300
4503,std-4503,24,95,27,47,193
4504,std-4504,76,100,100,57,333
4505,std-4505,45,100,61,96,302
4506,std-4506,53,44,60,47,204
4507,std-4507,40,95,32,12,179
4508,std-4508,77,71,36,54,238
4509,std-4509,38,100,100,84,322
4510,std-4510,98,99,88,92,377
4511,std-4511,48,76,33,63,220
4512,std-4512,21,100,67,59,247
4513,std-4513,51,68,54,14,187
4514,std-4514,70,75,58,61,264
4515,std-4515,60,36,49,72,217
4516,std-4516,30,61,81,61,233
4517,std-4517,21,59,46,55,181
4518,std-4518,51,59,29,36,175
4519,std-4519,45,82,77,58,262
4520,std-4520,56,91,94,53,294
4521,std-4521,38,79,85,47,249
4522,std-4522,46,99,100,65,310
4523,std-4523,25,100,79,100,304
4524,std-4524,81,53,51,46,231
4525,std-4525,61,91,96,100,348
4526,std-4526,70,100,82,51,303
4527,std-4527,0,43,100,36,179
4528,std-4528,76,93,46,99,314
4529,std-4529,50,90,73,38,251
4530,std-4530,59,82,96,89,326
4531,std-4531,75,83,57,75,290
4532,std-4532,17,70,25,39,151
4533,std-4533,74,100,35,98,307
4534,std-4534,58,41,69,72,240
4535,std-4535,87,100,33,74,294
4536,std-4536,86,71,91,83,331
4537,std-4537,59,91,74,52,276
4538,std-4538,48,93,69,55,265
4539,std-4539,37,77,55,9,178
4540,std-4540,39,92,43,75,249
4541,std-4541,54,17,88,85,244
4542,std-4542,40,87,46,69,242
4543,std-4543,75,90,91,75,331
4544,std-4544,29,53,76,66,224
4545,std-4545,77,34,63,76,250
4546,std-4546,22,69,97,29,217
4547,std-4547,14,39,87,70,210
4548,std-4548,81,70,72,61,284
4549,std-4549,21,77,46,58,202
4550,std-4550,32,62,52,37,183
4551,std-4551,37,66,56,68,227
4552,std-4552,33,96,66,31,226
4553,std-4553,51,65,64,36,216
4554,std-4554,63,79,98,33,273
4555,std-4555,85,50,59,38,232
4556,std-4556,92,62,91,69,314
4557,std-4557,93,79,77,90,339
4558,std-4558,47,77,69,100,293
4559,std-4559,37,37,83,87,244
4560,std-4560,66,69,68,41,244
4561,std-4561,96,73,45,76,290
4562,std-4562,72,43,60,68,243
4563,std-4563,84,100,70,74,328
4564,std-4564,48,77,55,86,266
4565,std-4565,70,82,49,97,298
4566,std-4566,18,79,70,84,251
4567,std-4567,71,65,51,87,274
4568,std-4568,62,56,67,63,248
4569,std-4569,29,79,94,68,270
4570,std-4570,71,43,46,90,250
4571,std-4571,44,51,49,40,184
4572,std-4572,16,87,10,86,199
4573,std-4573,27,72,77,51,227
4574,std-4574,69,82,93,87,331
4575,std-4575,86,72,97,59,314
4576,std-4576,25,73,61,24,183
4577,std-4577,58,67,65,84,274
4578,std-4578,0,100,73,33,206
4579,std-4579,23,90,51,97,261
4580,std-4580,47,93,76,76,292
4581,std-4581,34,54,62,55,205
4582,std-4582,58,80,32,75,245
4583,std-4583,100,35,73,43,251
4584,std-4584,65,58,61,95,279
4585,std-4585,94,36,69,63,262
4586,std-4586,42,50,48,64,204
4587,std-4587,58,66,81,98,303
4588,std-4588,66,52,62,69,249
4589,std-4589,80,45,41,50,216
4590,std-4590,19,66,51,39,175
4591,std-4591,61,37,70,85,253
4592,std-4592,41,82,37,39,199
4593,std-4593,78,60,81,23,242
4594,std-4594,29,29,61,75,194
4595,std-4595,63,82,77,80,302
4596,std-4596,88,94,98,42,322
4597,std-4597,21,52,73,49,195
4598,std-4598,51,67,63,41,222
4599,std-4599,38,67,94,40,239
4600,std-4600,100,59,92,98,349
4601,std-4601,25,81,49,54,209
4602,std-4602,83,76,87,62,308
4603,std-4603,63,85,64,90,302
4604,std-4604,34,58,77,55,224
4605,std-4605,23,77,64,100,264
4606,std-4606,69,77,72,55,273
4607,std-4607,39,85,54,71,249
4608,std-4608,80,74,100,48,302
4609,std-4609,68,85,67,82,302
4610,std-4610,73,65,84,71,293
4611,std-4611,24,87,87,46,244
4612,std-4612,31,100,24,75,230
4613,std-4613,96,61,88,9,254
4614,std-4614,100,71,68,28,267
4615,std-4615,72,100,85,76,333
4616,std-4616,30,17,56,30,133
4617,std-4617,34,66,62,66,228
4618,std-4618,17,69,51,99,236
4619,std-4619,17,69,86,76,248
4620,std-4620,15,100,96,75,286
4621,std-4621,26,76,75,59,236
4622,std-4622,16,60,90,57,223
4623,std-4623,13,90,24,52,179
4624,std-4624,52,83,76,81,292
4625,std-4625,72,94,100,74,340
4626,std-4626,11,68,64,57,200
4627,std-4627,22,40,54,47,163
4628,std-4628,82,47,45,74,248
4629,std-4629,43,79,62,77,261
4630,std-4630,55,56,94,80,285
4631,std-4631,59,84,30,35,208
4632,std-4632,76,85,80,57,298
4633,std-4633,45,17,39,81,182
4634,std-4634,25,59,85,35,204
4635,std-4635,40,54,32,71,197
4636,std-4636,32,78,72,46,228
4637,std-4637,48,37,66,41,192
4638,std-4638,79,53,72,100,304
4639,std-4639,41,91,76,85,293
4640,std-4640,55,90,67,78,290
4641,std-4641,55,61,71,45,232
4642,std-4642,31,56,81,42,210
4643,std-4643,24,43,83,50,200
4644,std-4644,19,58,68,86,231
4645,std-4645,93,56,64,19,232
4646,std-4646,53,87,89,56,285
4647,std-4647,25,100,51,82,258
4648,std-4648,62,57,59,82,260
4649,std-4649,38,77,51,60,226
4650,std-4650,58,69,56,44,227
4651,std-4651,24,89,68,34,215
4652,std-4652,24,51,75,55,205
4653,std-4653,39,88,64,88,279
4654,std-4654,42,36,88,49,215
4655,std-4655,49,78,58,72,257
4656,std-4656,33,99,96,72,300
4657,std-4657,45,52,43,33,173
4658,std-4658,38,48,61,54,201
4659,std-4659,91,100,84,60,335
4660,std-4660,68,54,47,84,253
4661,std-4661,32,58,10,45,145
4662,std-4662,72,96,84,15,267
4663,std-4663,75,100,100,92,367
4664,std-4664,46,49,90,55,240
4665,std-4665,45,62,100,40,247
4666,std-4666,37,60,98,38,233
4667,std-4667,37,96,73,82,288
4668,std-4668,76,60,40,60,236
4669,std-4669,68,59,78,87,292
4670,std-4670,56,85,63,79,283
4671,std-4671,47,30,54,83,214
4672,std-4672,100,51,52,43,246
4673,std-4673,37,27,52,55,171
4674,std-4674,32,62,78,45,217
4675,std-4675,0,78,72,51,201
4676,std-4676,37,100,83,35,255
4677,std-4677,48,83,74,82,287
4678,std-4678,54,87,58,57,256
4679,std-4679,67,100,62,83,312
4680,std-4680,79,100,45,39,263
4681,std-4681,76,69,66,64,275
4682,std-4682,62,79,33,67,241
4683,std-4683,17,95,85,86,283
4684,std-4684,48,56,45,30,179
4685,std-4685,30,68,79,57,234
4686,std-4686,24,52,76,15,167
4687,std-4687,61,90,84,45,280
4688,std-4688,46,91,50,100,287
4689,std-4689,64,64,100,95,323
4690,std-4690,65,80,49,91,285
4691,std-4691,13,33,62,43,151
4692,std-4692,56,68,89,100,313
4693,std-4693,60,100,57,41,258
4694,std-4694,0,60,54,51,165
4695,std-4695,29,48,54,45,176
4696,std-4696,38,100,91,57,286
4697,std-4697,20,38,40,62,160
4698,std-4698,62,35,30,65,192
4699,std-4699,56,30,98,58,242
4700,std-4700,86,88,37,60,271
4701,std-4701,28,58,88,72,246
4702,std-4702,56,69,74,76,275
4703,std-4703,24,75,81,80,260
4704,std-4704,76,34,44,63,217
4705,std-4705,89,68,42,28,227
4706,std-4706,75,63,49,56,243
4707,std-4707,30,56,62,70,218
4708,std-4708,54,32,53,49,188
4709,std-4709,66,63,69,74,272
4710,std-4710,37,76,59,59,231
4711,std-4711,30,93,11,46,180
4712,std-4712,80,96,49,100,325
4713,std-4713,31,48,61,93,233
4714,std-4714,70,90,55,83,298
4715,std-4715,46,91,61,33,231
4716,std-4716,86,100,75,56,317
4717,std-4717,49,49,79,49,226
4718,std-4718,61,74,57,41,233
4719,std-4719,100,100,75,66,341
4720,std-4720,61,95,58,100,314
4721,std-4721,13,46,89,75,223
4722,std-4722,51,84,64,45,244
4723,std-4723,99,50,85,78,312
4724,std-4724,51,83,40,49,223
4725,std-4725,37,84,65,99,285
4726,std-4726,30,74,85,27,216
4727,std-4727,30,64,98,72,264
4728,std-4728,63,92,56,59,270
4729,std-4729,28,90,66,82,266
4730,std-4730,70,87,79,68,304
4731,std-4731,45,25,91,56,217
4732,std-4732,43,37,63,67,210
4733,std-4733,80,84,29,52,245
4734,std-4734,29,17,33,48,127
4735,std-4735,50,51,88,69,258
4736,std-4736,50,67,57,45,219
4737,std-4737,83,41,65,71,260
4738,std-4738,37,61,43,89,230
4739,std-4739,52,53,97,79,281
4740,std-4740,36,74,54,32,196
4741,std-4741,50,59,33,69,211
4742,std-4742,69,55,59,71,254
4743,std-4743,29,67,55,31,182
4744,std-4744,57,67,94,100,318
4745,std-4745,68,75,82,53,278
4746,std-4746,35,82,51,68,236
4747,std-4747,84,97,64,100,345
4748,std-4748,52,37,100,69,258
4749,std-4749,14,85,72,40,211
4750,std-4750,94,70,61,56,281
4751,std-4751,32,63,68,44,207
4752,std-4752,53,90,64,60,267
4753,std-4753,47,100,57,89,293
4754,std-4754,62,91,76,69,298
4755,std-4755,43,41,83,40,207
4756,std-4756,29,56,62,36,183
4757,std-4757,60,55,67,14,196
4758,std-4758,34,81,35,62,212
4759,std-4759,41,37,32,67,177
4760,std-4760,70,47,40,59,216
4761,std-4761,57,17,67,92,233
4762,std-4762,49,90,84,29,252
4763,std-4763,45,95,66,89,295
4764,std-4764,47,51,87,82,267
4765,std-4765,15,67,51,61,194
4766,std-4766,59,57,59,73,248
4767,std-4767,87,94,70,52,303
4768,std-4768,58,77,74,92,301
4769,std-4769,54,91,75,55,275
4770,std-4770,22,40,54,65,181
4771,std-4771,48,72,100,58,278
4772,std-4772,64,99,83,100,346
4773,std-4773,38,69,61,83,251
4774,std-4774,24,58,55,55,192
4775,std-4775,31,67,39,68,205
4776,std-4776,49,83,39,40,211
4777,std-4777,61,98,99,29,287
4778,std-4778,87,88,45,95,315
4779,std-4779,61,100,77,92,330
4780,std-4780,45,88,46,44,223
4781,std-4781,67,42,78,76,263
4782,std-4782,37,83,100,59,279
4783,std-4783,50,64,90,32,236
4784,std-4784,48,22,72,60,202
4785,std-4785,42,55,72,56,225
4786,std-4786,50,83,65,34,232
4787,std-4787,27,49,73,87,236
4788,std-4788,43,61,99,41,244
4789,std-4789,26,89,47,59,221
4790,std-4790,18,80,68,45,211
4791,std-4791,74,52,61,89,276
4792,std-4792,48,71,100,51,270
4793,std-4793,37,89,70,54,250
4794,std-4794,26,93,56,38,213
4795,std-4795,83,52,68,64,267
4796,std-4796,13,94,54,53,214
4797,std-4797,60,82,54,83,279
4798,std-4798,43,84,83,89,299
4799,std-4799,22,72,93,59,246
4800,std-4800,38,82,93,86,299
4801,std-4801,51,100,70,74,295
4802,std-4802,20,100,38,65,223
4803,std-4803,15,71,86,27,199
4804,std-4804,69,97,64,40,270
4805,std-4805,75,50,53,100,278
4806,std-4806,98,71,63,75,307
4807,std-4807,77,100,80,84,341
4808,std-4808,64,100,100,71,335
4809,std-4809,68,89,58,79,294
4810,std-4810,17,35,55,58,165
4811,std-4811,20,61,50,79,210
4812,std-4812,60,75,78,78,291
4813,std-4813,19,45,58,47,169
4814,std-4814,32,74,43,50,199
4815,std-4815,38,62,68,9,177
4816,std-4816,53,89,44,76,262
4817,std-4817,10,63,38,26,137
4818,std-4818,21,67,64,52,204
4819,std-4819,34,77,72,55,238
4820,std-4820,85,63,63,76,287
4821,std-4821,38,62,77,64,241
4822,std-4822,35,77,58,80,250
4823,std-4823,62,91,13,44,210
4824,std-4824,45,72,82,43,242
4825,std-4825,54,89,43,63,249
4826,std-4826,57,77,56,78,268
4827,std-4827,76,74,62,75,287
4828,std-4828,45,57,83,57,242
4829,std-4829,82,56,77,74,289
4830,std-4830,74,23,41,51,189
4831,std-4831,19,93,60,40,212
4832,std-4832,24,77,65,100,266
4833,std-4833,71,67,100,81,319
4834,std-4834,94,100,56,88,338
4835,std-4835,63,95,71,60,289
4836,std-4836,26,64,69,73,232
4837,std-4837,0,84,100,49,233
4838,std-4838,11,58,54,76,199
4839,std-4839,47,41,65,78,231
4840,std-4840,49,80,79,46,254
4841,std-4841,57,63,45,99,264
4842,std-4842,25,76,68,47,216
4843,std-4843,89,59,52,58,258
4844,std-4844,53,42,42,67,204
4845,std-4845,48,87,73,86,294
4846,std-4846,25,47,61,83,216
4847,std-4847,84,60,75,57,276
4848,std-4848,52,55,27,63,197
4849,std-4849,30,68,85,35,218
4850,std-4850,32,72,47,38,189
4851,std-4851,79,72,85,54,290
4852,std-4852,85,97,83,66,331
4853,std-4853,58,93,51,62,264
4854,std-4854,88,74,70,79,311
4855,std-4855,35,55,42,62,194
4856,std-4856,48,100,67,73,288
4857,std-4857,23,100,81,89,293
4858,std-4858,23,39,51,42,155
4859,std-4859,15,73,69,27,184
4860,std-4860,58,38,62,45,203
4861,std-4861,33,75,100,54,262
4862,std-4862,76,44,76,58,254
4863,std-4863,66,99,80,75,320
4864,std-4864,94,85,91,62,332
4865,std-4865,46,91,49,100,286
4866,std-4866,69,80,70,96,315
4867,std-4867,15,79,54,100,248
4868,std-4868,30,94,79,24,227
4869,std-4869,76,100,73,50,299
4870,std-4870,57,96,73,58,284
4871,std-4871,99,77,72,90,338
4872,std-4872,61,17,81,47,206
4873,std-4873,83,20,80,92,275
4874,std-4874,60,49,46,39,194
4875,std-4875,44,65,58,42,209
4876,std-4876,69,78,35,61,243
4877,std-4877,48,65,98,52,263
4878,std-4878,47,60,73,85,265
4879,std-4879,45,89,53,48,235
4880,std-4880,74,83,78,61,296
4881,std-4881,94,66,98,63,321
4882,std-4882,56,100,83,44,283
4883,std-4883,33,57,87,51,228
4884,std-4884,49,60,57,94,260
4885,std-4885,12,80,96,65,253
4886,std-4886,34,88,82,51,255
4887,std-4887,74,56,81,65,276
4888,std-4888,31,65,63,56,215
4889,std-4889,50,75,63,66,254
4890,std-4890,43,69,29,74,215
4891,std-4891,96,64,53,81,294
4892,std-4892,26,74,91,44,235
4893,std-4893,61,61,70,57,249
4894,std-4894,16,100,72,89,277
4895,std-4895,66,79,78,99,322
4896,std-4896,15,49,52,81,197
4897,std-4897,90,60,63,42,255
4898,std-4898,29,96,97,87,309
4899,std-4899,41,94,60,13,208
4900,std-4900,57,100,95,83,335
4901,std-4901,30,84,77,57,248
4902,std-4902,86,80,66,58,290
4903,std-4903,62,75,100,67,304
4904,std-4904,49,50,51,77,227
4905,std-4905,52,84,74,53,263
4906,std-4906,56,49,67,82,254
4907,std-4907,55,80,100,36,271
4908,std-4908,56,58,88,54,256
4909,std-4909,98,43,38,57,236
4910,std-4910,57,56,69,44,226
4911,std-4911,24,80,62,70,236
4912,std-4912,40,52,63,30,185
4913,std-4913,79,94,63,84,320
4914,std-4914,37,85,73,61,256
4915,std-4915,53,69,32,78,232
4916,std-4916,100,83,70,91,344
4917,std-4917,73,88,46,67,274
4918,std-4918,36,91,10,53,190
4919,std-4919,51,68,98,45,262
4920,std-4920,37,58,61,55,211
4921,std-4921,93,82,94,97,366
4922,std-4922,40,46,53,100,239
4923,std-4923,19,43,94,47,203
4924,std-4924,29,100,67,70,266
4925,std-4925,48,95,82,46,271
4926,std-4926,73,27,97,100,297
4927,std-4927,46,69,64,100,279
4928,std-4928,58,61,74,73,266
4929,std-4929,55,73,78,78,284
4930,std-4930,59,84,77,86,306
4931,std-4931,21,91,93,83,288
4932,std-4932,94,62,100,16,272
4933,std-4933,21,73,50,80,224
4934,std-4934,76,73,34,84,267
4935,std-4935,69,53,69,80,271
4936,std-4936,29,80,82,67,258
4937,std-4937,45,67,38,37,187
4938,std-4938,34,100,98,85,317
4939,std-4939,12,100,49,92,253
4940,std-4940,80,67,50,48,245
4941,std-4941,78,57,41,84,260
4942,std-4942,52,71,76,63,262
4943,std-4943,29,100,73,84,286
4944,std-4944,35,92,52,37,216
4945,std-4945,77,100,62,44,283
4946,std-4946,49,73,78,73,273
4947,std-4947,35,68,60,28,191
4948,std-4948,19,79,100,73,271
4949,std-4949,54,75,41,83,253
4950,std-4950,28,59,95,45,227
4951,std-4951,63,64,58,15,200
4952,std-4952,100,100,76,65,341
4953,std-4953,10,94,63,68,235
4954,std-4954,100,63,49,57,269
4955,std-4955,92,97,38,51,278
4956,std-4956,85,73,78,85,321
4957,std-4957,67,80,82,49,278
4958,std-4958,72,64,87,71,294
4959,std-4959,90,83,91,100,364
4960,std-4960,0,91,64,60,215
4961,std-4961,70,41,57,62,230
4962,std-4962,50,41,55,44,190
4963,std-4963,42,35,39,60,176
4964,std-4964,26,63,31,31,151
4965,std-4965,36,84,86,21,227
4966,std-4966,28,80,83,59,250
4967,std-4967,18,52,65,59,194
4968,std-4968,49,87,58,74,268
4969,std-4969,62,88,92,43,285
4970,std-4970,49,86,60,64,259
4971,std-4971,23,83,51,53,210
4972,std-4972,98,100,59,78,335
4973,std-4973,32,97,64,62,255
4974,std-4974,82,51,79,61,273
4975,std-4975,52,47,100,56,255
4976,std-4976,38,55,67,9,169
4977,std-4977,42,79,69,44,234
4978,std-4978,49,46,58,87,240
4979,std-4979,16,39,48,66,169
4980,std-4980,42,60,51,96,249
4981,std-4981,68,98,77,91,334
4982,std-4982,29,64,85,42,220
4983,std-4983,82,52,65,50,249
4984,std-4984,64,100,78,17,259
4985,std-4985,16,91,36,99,242
4986,std-4986,86,73,93,52,304
4987,std-4987,19,55,83,79,236
4988,std-4988,54,75,58,53,240
4989,std-4989,45,57,95,46,243
4990,std-4990,19,54,97,9,179
4991,std-4991,48,86,34,45,213
4992,std-4992,9,100,92,27,228
4993,std-4993,20,58,73,44,195
4994,std-4994,59,57,56,85,257
4995,std-4995,40,100,94,94,328
4996,std-4996,33,60,100,70,263
4997,std-4997,76,100,56,88,320
4998,std-4998,53,62,76,43,234
4999,std-4999,58,68,29,46,201
5000,std-5000,37,80,75,65,257
5001,std-5001,70,66,59,51,246
5002,std-5002,56,65,85,46,252
5003,std-5003,64,44,70,90,268
5004,std-5004,74,100,84,72,330
5005,std-5005,65,50,39,93,247
5006,std-5006,80,87,68,88,323
5007,std-5007,92,69,74,73,308
5008,std-5008,66,95,42,80,283
5009,std-5009,77,41,81,60,259
5010,std-5010,51,46,100,63,260
5011,std-5011,53,87,100,68,308
5012,std-5012,27,100,70,34,231
5013,std-5013,57,51,97,83,288
5014,std-5014,60,70,80,85,295
5015,std-5015,56,66,87,74,283
5016,std-5016,61,85,100,62,308
5017,std-5017,56,61,87,91,295
5018,std-5018,61,96,56,70,283
5019,std-5019,59,69,100,60,288
5020,std-5020,87,100,40,45,272
5021,std-5021,78,84,79,55,296
5022,std-5022,64,82,80,79,305
5023,std-5023,57,59,100,60,276
5024,std-5024,37,54,76,51,218
5025,std-5025,58,57,97,78,290
5026,std-5026,98,55,55,80,288
5027,std-5027,74,60,89,79,302
5028,std-5028,40,60,99,59,258
5029,std-5029,47,53,100,70,270
5030,std-5030,64,76,70,87,297
5031,std-5031,27,62,96,65,250
5032,std-5032,43,50,94,77,264
5033,std-5033,70,71,73,94,308
5034,std-5034,63,81,94,56,294
5035,std-5035,47,47,53,73,220
5036,std-5036,90,63,95,74,322
5037,std-5037,92,61,96,89,338
5038,std-5038,100,100,48,68,316
5039,std-5039,27,54,97,94,272
5040,std-5040,76,79,68,64,287
5041,std-5041,67,97,91,77,332
5042,std-5042,82,70,73,70,295
5043,std-5043,87,39,72,70,268
5044,std-5044,76,65,91,69,301
5045,std-5045,83,59,84,68,294
5046,std-5046,79,77,88,64,308
5047,std-5047,87,94,99,90,370
5048,std-5048,35,61,88,75,259
5049,std-5049,55,71,62,70,258
5050,std-5050,59,51,83,91,284
5051,std-5051,77,54,72,80,283
5052,std-5052,69,90,54,77,290
5053,std-5053,39,60,93,60,252
5054,std-5054,44,50,100,61,255
5055,std-5055,27,100,100,86,313
5056,std-5056,47,51,83,62,243
5057,std-5057,93,44,100,72,309
5058,std-5058,58,68,86,66,278
5059,std-5059,71,66,76,92,305
5060,std-5060,49,79,73,88,289
5061,std-5061,96,94,64,55,309
5062,std-5062,41,64,42,73,220
5063,std-5063,51,82,89,34,256
5064,std-5064,55,50,75,62,242
5065,std-5065,75,70,100,56,301
5066,std-5066,51,98,42,91,282
5067,std-5067,67,46,71,79,263
5068,std-5068,38,99,95,67,299
5069,std-5069,59,73,73,70,275
5070,std-5070,30,34,100,56,220
5071,std-5071,65,89,100,72,326
5072,std-5072,96,69,75,74,314
5073,std-5073,82,23,79,37,221
5074,std-5074,79,64,96,94,333
5075,std-5075,76,31,89,87,283
5076,std-5076,69,75,80,95,319
5077,std-5077,67,92,33,78,270
5078,std-5078,71,52,70,93,286
5079,std-5079,30,100,99,76,305
5080,std-5080,50,77,93,46,266
5081,std-5081,39,91,61,66,257
5082,std-5082,32,71,57,62,222
5083,std-5083,39,55,48,75,217
5084,std-5084,83,58,97,92,330
5085,std-5085,65,61,87,61,274
5086,std-5086,80,60,82,83,305
5087,std-5087,40,65,56,39,200
5088,std-5088,27,100,76,70,273
5089,std-5089,92,43,37,62,234
5090,std-5090,44,77,95,75,291
5091,std-5091,49,54,97,95,295
5092,std-5092,29,56,80,83,248
5093,std-5093,91,57,74,90,312
5094,std-5094,68,57,91,85,301
5095,std-5095,61,84,100,89,334
5096,std-5096,34,54,80,82,250
5097,std-5097,90,66,42,46,244
5098,std-5098,89,53,77,57,276
5099,std-5099,66,78,84,35,263
5100,std-5100,56,62,86,88,292
5101,std-5101,36,91,57,74,258
5102,std-5102,77,54,57,79,267
5103,std-5103,100,82,93,85,360
5104,std-5104,43,68,67,60,238
5105,std-5105,80,72,80,60,292
5106,std-5106,84,46,89,70,289
5107,std-5107,75,74,69,35,253
5108,std-5108,82,84,79,76,321
5109,std-5109,85,62,51,73,271
5110,std-5110,63,61,94,91,309
5111,std-5111,48,100,65,76,289
5112,std-5112,44,63,100,88,295
5113,std-5113,45,39,76,78,238
5114,std-5114,71,67,69,71,278
5115,std-5115,72,94,43,67,276
5116,std-5116,54,45,67,68,234
5117,std-5117,85,50,68,90,293
5118,std-5118,75,80,86,57,298
5119,std-5119,79,74,90,67,310
5120,std-5120,54,100,99,68,321
5121,std-5121,100,84,52,43,279
5122,std-5122,58,48,78,32,216
5123,std-5123,70,58,64,70,262
5124,std-5124,79,62,81,67,289
5125,std-5125,48,74,41,85,248
5126,std-5126,94,51,65,98,308
5127,std-5127,47,71,62,89,269
5128,std-5128,57,100,89,88,334
5129,std-5129,82,85,100,65,332
5130,std-5130,63,86,70,69,288
5131,std-5131,70,48,49,92,259
5132,std-5132,45,46,65,66,222
5133,std-5133,59,85,97,74,315
5134,std-5134,46,76,61,71,254
5135,std-5135,66,64,73,70,273
5136,std-5136,100,60,100,70,330
5137,std-5137,49,55,63,63,230
5138,std-5138,50,97,75,53,275
5139,std-5139,86,100,66,81,333
5140,std-5140,55,58,98,94,305
5141,std-5141,53,66,63,56,238
5142,std-5142,27,71,61,87,246
5143,std-5143,40,63,87,54,244
5144,std-5144,89,48,69,54,260
5145,std-5145,65,85,51,67,268
5146,std-5146,37,60,80,75,252
5147,std-5147,63,55,92,78,288
5148,std-5148,64,51,45,53,213
5149,std-5149,57,38,74,77,246
5150,std-5150,98,85,84,90,357
5151,std-5151,71,55,93,93,312
5152,std-5152,69,43,73,49,234
5153,std-5153,85,82,75,78,320
5154,std-5154,32,61,100,76,269
5155,std-5155,37,81,80,95,293
5156,std-5156,71,78,48,76,273
5157,std-5157,54,42,70,41,207
