grade_id,roll_no,math_grade,reading_grade,writing_grade,science_grade,overall_grade
5376,std-5376,F,C,C,B,B
5377,std-5377,F,C,F,A,B
5378,std-5378,F,A,C,C,B
5379,std-5379,D,C,B,C,B
5380,std-5380,D,D,F,F,C
5381,std-5381,C,C,D,D,B
5382,std-5382,D,F,A,D,B
5383,std-5383,C,B,C,A,A
5384,std-5384,F,C,C,B,B
5385,std-5385,D,B,C,B,A
5386,std-5386,F,D,B,C,B
5387,std-5387,A,D,C,D,B
5388,std-5388,B,B,C,D,B
5389,std-5389,F,B,D,C,B
5390,std-5390,D,A,C,F,B
5391,std-5391,D,F,F,D,C
5392,std-5392,C,F,D,D,B
5393,std-5393,A,C,B,F,B
5394,std-5394,A,F,B,B,A
5395,std-5395,F,F,B,F,C
5396,std-5396,D,A,A,D,B
5397,std-5397,C,B,D,D,B
5398,std-5398,A,F,B,F,B
5399,std-5399,C,F,D,C,B
5400,std-5400,D,A,A,F,B
5401,std-5401,F,F,A,A,B
5402,std-5402,A,F,A,F,B
5403,std-5403,D,C,F,B,B
5404,std-5404,B,F,F,F,C
5405,std-5405,F,D,F,B,B
5406,std-5406,F,D,F,F,D
5407,std-5407,F,F,A,D,B
5408,std-5408,D,C,D,F,B
5409,std-5409,C,F,C,A,B
5410,std-5410,F,D,A,B,B
5411,std-5411,B,F,C,F,B
5412,std-5412,F,B,F,F,C
5413,std-5413,F,F,D,A,B
5414,std-5414,F,C,D,F,C
5415,std-5415,D,A,F,C,B
5416,std-5416,A,F,F,F,C
5417,std-5417,F,F,D,B,B
5418,std-5418,C,F,A,B,B
5419,std-5419,F,D,C,C,B
5420,std-5420,F,C,C,D,B
5421,std-5421,F,C,A,C,B
5422,std-5422,D,B,C,C,B
5423,std-5423,F,F,B,C,B
5424,std-5424,C,B,D,F,B
5425,std-5425,F,B,D,F,C
5426,std-5426,D,F,B,F,B
5427,std-5427,F,D,B,D,B
5428,std-5428,D,F,D,C,B
5429,std-5429,F,D,A,A,B
5430,std-5430,A,F,F,C,B
5431,std-5431,F,A,C,A,B
5432,std-5432,F,C,A,C,B
5433,std-5433,A,F,B,B,B
5434,std-5434,C,F,C,A,B
5435,std-5435,F,B,B,B,B
5436,std-5436,F,A,A,F,B
5437,std-5437,F,F,A,A,B
5438,std-5438,A,C,B,F,B
5439,std-5439,D,F,A,B,B
5440,std-5440,A,F,A,F,B
5441,std-5441,F,D,B,B,B
5442,std-5442,B,B,B,C,A
5443,std-5443,B,C,F,F,B
5444,std-5444,F,D,D,F,C
5445,std-5445,C,D,D,B,B
5446,std-5446,F,B,F,B,B
5447,std-5447,F,C,A,D,B
5448,std-5448,C,F,B,D,B
5449,std-5449,A,F,F,C,C
5450,std-5450,D,A,F,B,B
5451,std-5451,C,C,C,D,B
5452,std-5452,D,C,C,D,B
5453,std-5453,F,B,B,C,B
5454,std-5454,B,A,D,D,B
5455,std-5455,F,D,F,F,C
5456,std-5456,F,C,D,C,C
5457,std-5457,C,F,A,D,B
5458,std-5458,D,B,A,B,A
5459,std-5459,C,F,B,C,B
5460,std-5460,A,F,C,A,B
5461,std-5461,F,F,A,F,C
5462,std-5462,D,C,F,D,C
5463,std-5463,F,C,A,D,B
5464,std-5464,D,D,C,A,B
5465,std-5465,F,B,B,B,B
5466,std-5466,B,A,F,F,B
5467,std-5467,F,F,F,F,D
5468,std-5468,D,C,C,F,C
5469,std-5469,A,F,F,B,B
5470,std-5470,C,F,A,F,C
5471,std-5471,F,B,D,F,C
5472,std-5472,F,F,C,D,C
5473,std-5473,F,C,C,D,B
5474,std-5474,F,B,B,D,B
5475,std-5475,D,B,B,F,B
5476,std-5476,C,D,B,F,B
5477,std-5477,F,B,D,F,B
5478,std-5478,F,C,C,B,B
5479,std-5479,F,C,B,F,B
5480,std-5480,B,D,C,F,B
5481,std-5481,F,C,C,A,B
5482,std-5482,B,C,C,B,A
5483,std-5483,D,A,D,C,B
5484,std-5484,F,F,A,C,B
5485,std-5485,D,C,B,F,B
5486,std-5486,F,D,F,D,C
5487,std-5487,C,D,F,F,C
5488,std-5488,D,F,A,D,B
5489,std-5489,B,C,C,D,B
5490,std-5490,C,C,A,F,B
5491,std-5491,F,F,D,C,C
5492,std-5492,C,D,D,F,B
5493,std-5493,F,B,F,C,B
5494,std-5494,F,A,C,B,A
5495,std-5495,D,F,A,D,B
5496,std-5496,F,A,C,B,B
5497,std-5497,D,F,B,F,B
5498,std-5498,F,D,D,A,B
5499,std-5499,B,B,B,F,B
5500,std-5500,C,C,D,A,B
5501,std-5501,C,F,A,F,B
5502,std-5502,F,D,C,C,B
5503,std-5503,B,B,A,B,A
5504,std-5504,B,C,F,F,B
5505,std-5505,A,F,B,A,A
5506,std-5506,A,F,B,F,B
5507,std-5507,C,B,B,F,B
5508,std-5508,F,D,D,D,B
5509,std-5509,F,F,B,B,B
5510,std-5510,F,A,F,F,C
5511,std-5511,D,D,F,C,B
5512,std-5512,F,A,A,B,A
5513,std-5513,B,D,B,C,B
5514,std-5514,F,D,A,D,B
5515,std-5515,A,D,B,D,B
5516,std-5516,D,B,B,B,A
5517,std-5517,C,F,F,B,B
5518,std-5518,B,B,D,D,B
5519,std-5519,C,D,C,C,B
5520,std-5520,C,D,A,C,B
5521,std-5521,D,B,B,F,B
5522,std-5522,C,F,A,D,B
5523,std-5523,C,F,C,B,B
5524,std-5524,D,F,A,A,B
5525,std-5525,D,D,D,C,B
5526,std-5526,D,C,F,B,B
5527,std-5527,D,D,F,C,B
5528,std-5528,F,D,F,D,C
5529,std-5529,F,F,A,D,C
5530,std-5530,D,D,F,C,B
5531,std-5531,C,F,B,F,B
5532,std-5532,F,C,A,A,B
5533,std-5533,C,A,A,B,A
5534,std-5534,F,B,B,F,B
5535,std-5535,F,F,D,F,D
5536,std-5536,A,D,C,C,B
5537,std-5537,F,A,A,B,B
5538,std-5538,C,D,C,B,B
5539,std-5539,D,C,A,B,A
5540,std-5540,B,D,F,C,B
5541,std-5541,F,F,A,B,B
5542,std-5542,F,F,A,C,B
5543,std-5543,D,A,F,D,B
5544,std-5544,F,F,B,C,B
5545,std-5545,F,A,C,B,B
5546,std-5546,D,C,B,D,B
5547,std-5547,F,B,D,C,B
5548,std-5548,D,F,C,D,C
5549,std-5549,F,C,B,C,B
5550,std-5550,F,F,F,B,C
5551,std-5551,C,A,B,C,A
5552,std-5552,D,D,A,B,B
5553,std-5553,C,B,F,D,B
5554,std-5554,F,F,D,F,C
5555,std-5555,F,C,B,C,B
5556,std-5556,C,F,C,D,B
5557,std-5557,F,F,B,B,B
5558,std-5558,D,F,A,B,B
5559,std-5559,D,F,B,D,B
5560,std-5560,F,D,B,A,B
5561,std-5561,F,D,D,F,C
5562,std-5562,D,B,A,D,B
5563,std-5563,F,F,F,C,C
5564,std-5564,B,D,B,C,B
5565,std-5565,F,C,B,F,C
5566,std-5566,F,F,A,D,B
5567,std-5567,F,A,C,B,B
5568,std-5568,C,D,D,F,B
5569,std-5569,B,C,A,C,A
5570,std-5570,A,F,F,F,C
5571,std-5571,F,F,A,B,B
5572,std-5572,F,A,C,B,B
5573,std-5573,C,D,C,D,B
5574,std-5574,F,D,C,D,B
5575,std-5575,C,F,C,A,B
5576,std-5576,F,D,A,B,B
5577,std-5577,B,C,A,D,A
5578,std-5578,F,B,A,B,B
5579,std-5579,C,B,D,B,B
5580,std-5580,A,F,C,F,B
5581,std-5581,B,C,F,A,B
5582,std-5582,B,A,B,F,B
5583,std-5583,F,C,B,D,B
5584,std-5584,C,F,B,C,B
5585,std-5585,C,C,B,F,B
5586,std-5586,A,F,A,F,B
5587,std-5587,D,F,C,F,C
5588,std-5588,A,C,C,B,A
5589,std-5589,C,C,A,F,B
5590,std-5590,C,F,B,F,B
5591,std-5591,D,C,C,A,B
5592,std-5592,A,F,C,D,B
5593,std-5593,C,F,F,F,C
5594,std-5594,F,F,A,A,B
5595,std-5595,B,D,C,D,B
5596,std-5596,D,F,D,D,C
5597,std-5597,D,D,A,A,A
5598,std-5598,B,F,F,F,D
5599,std-5599,F,F,C,D,C
5600,std-5600,F,A,D,C,B
5601,std-5601,D,C,A,C,B
5602,std-5602,C,C,B,D,B
5603,std-5603,B,F,B,D,B
5604,std-5604,C,F,A,A,B
5605,std-5605,A,F,C,F,B
5606,std-5606,B,D,D,F,B
5607,std-5607,C,D,D,C,B
5608,std-5608,F,D,A,F,B
5609,std-5609,B,C,A,D,A
5610,std-5610,F,C,A,D,B
5611,std-5611,D,F,F,C,C
5612,std-5612,A,C,B,B,A
5613,std-5613,D,A,A,C,A
5614,std-5614,F,F,B,A,B
5615,std-5615,C,C,D,F,B
5616,std-5616,B,A,A,A,A
5617,std-5617,F,D,A,B,B
5618,std-5618,F,A,C,B,B
5619,std-5619,F,F,C,F,C
5620,std-5620,F,B,B,B,B
5621,std-5621,F,C,F,D,B
5622,std-5622,D,D,B,B,B
5623,std-5623,C,B,C,D,B
5624,std-5624,C,F,D,C,B
5625,std-5625,F,F,F,D,C
5626,std-5626,F,F,B,F,C
5627,std-5627,A,B,C,C,A
5628,std-5628,D,A,F,F,B
5629,std-5629,B,C,A,C,A
5630,std-5630,F,B,D,B,B
5631,std-5631,F,D,D,F,C
5632,std-5632,D,A,C,F,B
5633,std-5633,F,F,A,A,B
5634,std-5634,F,F,B,F,B
5635,std-5635,F,F,C,F,C
5636,std-5636,C,B,B,A,A
5637,std-5637,C,C,A,B,A
5638,std-5638,F,F,A,B,B
5639,std-5639,F,F,D,D,C
5640,std-5640,B,F,F,D,B
5641,std-5641,C,F,F,B,B
5642,std-5642,A,C,D,D,B
5643,std-5643,D,B,B,C,B
5644,std-5644,D,A,B,F,B
5645,std-5645,F,D,F,F,C
5646,std-5646,B,A,F,C,B
5647,std-5647,C,B,C,C,B
5648,std-5648,B,F,A,D,B
5649,std-5649,B,D,B,B,B
5650,std-5650,F,C,D,F,C
5651,std-5651,F,F,F,C,C
5652,std-5652,C,F,D,A,B
5653,std-5653,A,C,C,F,B
5654,std-5654,A,F,B,F,B
5655,std-5655,C,C,F,F,B
5656,std-5656,F,C,B,D,B
5657,std-5657,B,F,D,C,B
5658,std-5658,D,C,F,D,B
5659,std-5659,F,C,A,F,B
5660,std-5660,F,C,C,F,C
5661,std-5661,D,C,A,F,B
5662,std-5662,C,C,C,B,B
5663,std-5663,D,F,A,A,B
5664,std-5664,D,B,D,D,B
5665,std-5665,F,F,C,A,C
5666,std-5666,F,C,F,F,C
5667,std-5667,C,D,F,F,C
5668,std-5668,D,B,F,C,B
5669,std-5669,F,F,C,C,C
5670,std-5670,D,D,C,F,C
5671,std-5671,F,B,B,F,C
5672,std-5672,B,F,D,B,B
5673,std-5673,C,D,F,B,B
5674,std-5674,C,C,B,F,B
5675,std-5675,F,B,D,D,B
5676,std-5676,F,C,C,D,C
5677,std-5677,C,F,C,C,B
5678,std-5678,D,F,F,A,B
5679,std-5679,F,F,A,C,B
5680,std-5680,C,F,B,A,A
5681,std-5681,D,C,F,F,C
5682,std-5682,D,C,A,D,B
5683,std-5683,F,A,A,F,B
5684,std-5684,C,F,D,C,C
5685,std-5685,C,F,F,C,B
5686,std-5686,F,F,C,A,B
5687,std-5687,D,B,B,D,B
5688,std-5688,F,C,D,A,B
5689,std-5689,A,D,D,F,B
5690,std-5690,F,F,B,B,B
5691,std-5691,F,F,A,D,B
5692,std-5692,F,C,B,A,B
5693,std-5693,C,B,B,C,A
5694,std-5694,D,D,A,B,A
5695,std-5695,C,C,B,B,A
5696,std-5696,F,B,A,D,B
5697,std-5697,F,F,F,B,C
5698,std-5698,D,D,B,C,B
5699,std-5699,C,D,C,C,B
5700,std-5700,C,F,D,F,C
5701,std-5701,C,B,F,C,B
5702,std-5702,F,B,A,C,B
5703,std-5703,F,F,A,D,B
5704,std-5704,F,F,C,B,B
5705,std-5705,D,F,D,D,C
5706,std-5706,C,F,B,B,B
5707,std-5707,D,A,A,F,B
5708,std-5708,A,D,B,D,B
5709,std-5709,B,B,D,A,A
5710,std-5710,C,D,F,C,B
5711,std-5711,D,B,D,A,B
5712,std-5712,F,C,F,A,B
5713,std-5713,F,A,B,D,B
5714,std-5714,D,C,D,F,B
5715,std-5715,D,F,B,F,B
5716,std-5716,F,D,D,F,C
5717,std-5717,B,F,D,C,B
5718,std-5718,F,B,A,D,B
5719,std-5719,F,F,C,B,C
5720,std-5720,F,C,A,D,B
5721,std-5721,D,F,C,A,B
5722,std-5722,F,B,F,A,B
5723,std-5723,D,D,A,F,B
5724,std-5724,F,B,D,C,B
5725,std-5725,F,F,F,C,C
5726,std-5726,F,F,C,F,C
5727,std-5727,C,F,C,B,B
5728,std-5728,D,A,F,A,B
5729,std-5729,D,A,D,F,B
5730,std-5730,D,C,A,A,A
5731,std-5731,F,F,C,B,B
5732,std-5732,D,A,B,D,A
5733,std-5733,C,F,F,C,B
5734,std-5734,C,F,F,F,D
5735,std-5735,D,C,F,F,C
5736,std-5736,B,B,B,D,A
5737,std-5737,D,D,B,B,B
5738,std-5738,C,F,C,F,B
5739,std-5739,F,C,C,F,C
5740,std-5740,F,F,D,C,C
5741,std-5741,F,F,B,F,C
5742,std-5742,B,B,D,F,B
5743,std-5743,D,A,B,F,B
5744,std-5744,F,F,F,D,D
5745,std-5745,F,F,A,B,B
5746,std-5746,F,D,C,B,B
5747,std-5747,A,C,C,C,B
5748,std-5748,B,F,F,F,C
5749,std-5749,C,D,F,F,C
5750,std-5750,F,F,A,B,B
5751,std-5751,F,F,B,B,B
5752,std-5752,F,C,A,F,B
5753,std-5753,F,F,D,F,D
5754,std-5754,F,C,B,D,B
5755,std-5755,C,A,A,B,A
5756,std-5756,F,A,F,C,C
5757,std-5757,D,D,C,B,B
5758,std-5758,D,D,C,A,B
5759,std-5759,D,B,B,F,B
5760,std-5760,B,B,B,C,A
5761,std-5761,D,F,C,A,B
5762,std-5762,B,A,D,F,B
5763,std-5763,F,F,A,C,B
5764,std-5764,F,F,F,C,C
5765,std-5765,F,C,B,D,B
5766,std-5766,F,D,A,F,B
5767,std-5767,C,C,F,F,C
5768,std-5768,C,F,C,F,C
5769,std-5769,F,D,A,D,B
5770,std-5770,D,C,C,D,B
5771,std-5771,F,A,B,F,B
5772,std-5772,A,D,A,F,B
5773,std-5773,F,A,C,F,B
5774,std-5774,F,B,C,C,B
5775,std-5775,D,B,C,D,B
5776,std-5776,F,F,B,B,B
5777,std-5777,C,B,A,B,A
5778,std-5778,D,F,F,F,C
5779,std-5779,F,C,D,D,B
5780,std-5780,F,D,B,C,B
5781,std-5781,C,F,A,C,B
5782,std-5782,B,B,B,D,A
5783,std-5783,D,B,F,D,B
5784,std-5784,F,F,B,C,C
5785,std-5785,C,B,C,B,B
5786,std-5786,F,C,C,A,B
5787,std-5787,C,F,B,B,B
5788,std-5788,D,F,A,A,B
5789,std-5789,F,C,C,D,B
5790,std-5790,D,F,A,D,B
5791,std-5791,F,B,A,F,B
5792,std-5792,D,A,B,D,B
5793,std-5793,F,C,D,F,C
5794,std-5794,B,D,A,C,A
5795,std-5795,D,C,F,F,B
5796,std-5796,F,B,F,F,C
5797,std-5797,D,B,A,D,B
5798,std-5798,D,F,D,F,C
5799,std-5799,F,F,A,F,C
5800,std-5800,C,A,F,F,B
5801,std-5801,C,F,B,B,B
5802,std-5802,B,D,B,B,A
5803,std-5803,C,A,F,B,A
5804,std-5804,F,F,F,C,D
5805,std-5805,F,D,C,F,C
5806,std-5806,F,D,D,D,C
5807,std-5807,C,F,D,B,B
5808,std-5808,D,F,B,F,C
5809,std-5809,B,B,F,D,B
5810,std-5810,A,F,C,B,B
5811,std-5811,F,D,C,B,B
5812,std-5812,F,C,F,D,C
5813,std-5813,F,D,A,F,C
5814,std-5814,C,F,C,F,C
5815,std-5815,B,B,B,F,B
5816,std-5816,F,B,D,F,C
5817,std-5817,F,F,D,B,C
5818,std-5818,F,D,F,B,C
5819,std-5819,F,F,C,D,B
5820,std-5820,B,D,B,F,B
5821,std-5821,F,D,F,D,C
5822,std-5822,B,B,D,F,B
5823,std-5823,C,F,F,F,C
5824,std-5824,D,A,C,B,B
5825,std-5825,A,D,C,D,B
5826,std-5826,D,F,A,F,B
5827,std-5827,F,A,C,D,B
5828,std-5828,B,F,A,D,B
5829,std-5829,B,F,A,D,B
5830,std-5830,F,B,D,C,B
5831,std-5831,B,D,F,C,B
5832,std-5832,F,F,F,D,C
5833,std-5833,F,D,D,F,C
5834,std-5834,F,D,C,F,C
5835,std-5835,A,B,B,F,B
5836,std-5836,D,A,D,A,A
5837,std-5837,D,D,C,C,B
5838,std-5838,C,C,D,C,B
5839,std-5839,B,F,D,A,B
5840,std-5840,F,A,F,C,C
5841,std-5841,D,D,C,F,C
5842,std-5842,D,C,B,B,B
5843,std-5843,F,F,B,F,C
5844,std-5844,F,C,F,A,B
5845,std-5845,F,D,B,F,C
5846,std-5846,F,F,B,D,C
5847,std-5847,F,B,D,C,B
5848,std-5848,C,C,A,D,B
5849,std-5849,D,F,A,C,B
5850,std-5850,F,D,C,B,B
5851,std-5851,F,F,D,F,C
5852,std-5852,C,C,A,F,B
5853,std-5853,C,B,A,F,B
5854,std-5854,F,C,A,A,B
5855,std-5855,F,B,F,F,C
5856,std-5856,F,D,A,F,B
5857,std-5857,F,D,C,F,B
5858,std-5858,F,F,C,C,C
5859,std-5859,F,C,A,C,B
5860,std-5860,D,F,F,B,B
5861,std-5861,F,A,B,F,B
5862,std-5862,D,F,C,A,B
5863,std-5863,D,D,B,D,B
5864,std-5864,F,C,A,B,B
5865,std-5865,C,F,A,F,B
5866,std-5866,F,F,D,C,C
5867,std-5867,F,F,A,F,C
5868,std-5868,C,D,B,D,B
5869,std-5869,A,C,F,C,B
5870,std-5870,F,B,F,F,C
5871,std-5871,F,C,D,F,B
5872,std-5872,A,F,B,D,B
5873,std-5873,F,D,D,B,B
5874,std-5874,D,C,A,F,B
5875,std-5875,D,A,D,D,B
5876,std-5876,D,D,A,D,B
5877,std-5877,F,F,A,F,C
5878,std-5878,F,D,A,F,B
5879,std-5879,F,B,A,B,A
5880,std-5880,F,A,C,B,B
5881,std-5881,B,A,A,F,A
5882,std-5882,F,F,D,A,B
5883,std-5883,F,F,A,A,B
5884,std-5884,D,D,A,A,B
5885,std-5885,D,A,D,C,B
5886,std-5886,D,A,B,F,B
5887,std-5887,C,A,F,A,B
5888,std-5888,D,A,D,F,B
5889,std-5889,D,F,B,D,B
5890,std-5890,F,B,D,C,B
5891,std-5891,F,F,B,C,B
5892,std-5892,F,A,D,A,B
5893,std-5893,F,F,D,B,C
5894,std-5894,F,A,B,B,B
5895,std-5895,F,F,D,C,C
5896,std-5896,B,A,A,D,A
5897,std-5897,F,D,C,C,B
5898,std-5898,F,B,A,F,B
5899,std-5899,F,A,F,F,C
5900,std-5900,A,B,A,D,A
5901,std-5901,A,B,F,D,B
5902,std-5902,B,B,F,D,B
5903,std-5903,B,B,C,F,B
5904,std-5904,B,C,D,F,B
5905,std-5905,B,F,B,B,B
5906,std-5906,D,A,B,F,B
5907,std-5907,C,F,C,D,B
5908,std-5908,C,B,C,C,B
5909,std-5909,F,A,B,D,B
5910,std-5910,C,C,A,D,B
5911,std-5911,D,F,B,B,B
5912,std-5912,F,F,B,B,B
5913,std-5913,F,F,A,D,B
5914,std-5914,C,C,F,D,B
5915,std-5915,C,F,D,C,B
5916,std-5916,A,F,A,A,A
5917,std-5917,A,C,D,C,B
5918,std-5918,C,A,D,D,B
5919,std-5919,F,B,D,F,B
5920,std-5920,B,D,F,B,B
5921,std-5921,F,C,A,F,C
5922,std-5922,A,C,B,F,B
5923,std-5923,F,A,C,C,B
5924,std-5924,D,D,C,D,B
5925,std-5925,F,B,F,C,B
5926,std-5926,B,F,F,A,B
5927,std-5927,F,F,F,B,C
5928,std-5928,F,B,C,F,C
5929,std-5929,D,D,B,C,B
5930,std-5930,C,D,C,C,B
5931,std-5931,F,C,D,B,B
5932,std-5932,D,A,A,A,A
5933,std-5933,A,F,C,D,B
5934,std-5934,C,F,C,F,B
5935,std-5935,B,F,D,D,B
5936,std-5936,F,D,C,F,C
5937,std-5937,F,D,D,D,C
5938,std-5938,F,F,D,F,C
5939,std-5939,A,D,A,F,B
5940,std-5940,D,F,D,C,C
5941,std-5941,F,C,C,D,B
5942,std-5942,C,D,B,C,B
5943,std-5943,F,B,F,D,B
5944,std-5944,D,D,F,F,C
5945,std-5945,C,D,A,C,B
5946,std-5946,B,D,D,F,B
5947,std-5947,D,B,A,D,A
5948,std-5948,F,D,D,D,B
5949,std-5949,F,F,F,C,C
5950,std-5950,D,D,D,D,B
5951,std-5951,A,C,F,D,B
5952,std-5952,F,A,B,A,B
5953,std-5953,F,C,A,D,B
5954,std-5954,F,D,C,D,B
5955,std-5955,F,F,F,F,D
5956,std-5956,F,F,A,A,B
5957,std-5957,F,D,B,F,C
5958,std-5958,D,D,D,F,C
5959,std-5959,F,B,A,F,B
5960,std-5960,F,A,A,F,B
5961,std-5961,C,A,D,D,B
5962,std-5962,F,C,B,F,C
5963,std-5963,F,D,C,F,B
5964,std-5964,B,C,B,F,B
5965,std-5965,F,F,F,F,F
5966,std-5966,F,F,D,F,D
5967,std-5967,D,D,A,F,B
5968,std-5968,F,D,F,F,D
5969,std-5969,D,F,A,F,B
5970,std-5970,C,C,B,B,A
5971,std-5971,F,F,B,D,C
5972,std-5972,C,D,C,D,B
5973,std-5973,F,B,C,F,C
5974,std-5974,F,B,F,F,C
5975,std-5975,D,D,C,C,B
5976,std-5976,D,D,A,F,B
5977,std-5977,F,C,B,D,B
5978,std-5978,F,B,B,C,B
5979,std-5979,F,F,A,F,B
5980,std-5980,F,F,B,A,B
5981,std-5981,D,F,A,C,B
5982,std-5982,D,B,A,D,A
5983,std-5983,F,A,B,A,A
5984,std-5984,B,D,A,D,B
5985,std-5985,F,B,C,C,B
5986,std-5986,D,A,C,F,B
5987,std-5987,D,C,B,A,A
5988,std-5988,D,D,F,C,B
5989,std-5989,F,D,D,F,C
5990,std-5990,F,A,B,C,B
5991,std-5991,B,D,B,C,B
5992,std-5992,B,F,D,C,B
5993,std-5993,C,A,A,B,A
5994,std-5994,F,C,C,F,B
5995,std-5995,C,D,A,D,B
5996,std-5996,F,A,B,B,A
5997,std-5997,F,D,F,F,C
5998,std-5998,D,D,C,D,B
5999,std-5999,F,D,D,D,B
6000,std-6000,C,B,F,F,B
6001,std-6001,D,F,B,F,B
6002,std-6002,F,D,C,C,B
6003,std-6003,D,A,C,F,B
6004,std-6004,B,D,B,C,B
6005,std-6005,B,D,B,A,A
6006,std-6006,D,F,A,A,B
6007,std-6007,B,F,C,C,B
6008,std-6008,B,B,D,F,B
6009,std-6009,D,F,B,C,B
6010,std-6010,F,A,A,B,A
6011,std-6011,B,F,B,C,B
6012,std-6012,F,D,A,D,B
6013,std-6013,A,F,F,B,B
6014,std-6014,C,F,A,F,B
6015,std-6015,C,A,A,D,A
6016,std-6016,D,A,D,A,B
6017,std-6017,C,B,F,F,B
6018,std-6018,A,D,B,D,B
6019,std-6019,C,C,F,A,B
6020,std-6020,D,F,A,D,B
6021,std-6021,F,C,C,D,B
6022,std-6022,F,F,B,F,C
6023,std-6023,B,F,F,F,C
6024,std-6024,B,D,B,D,B
6025,std-6025,F,D,B,C,B
6026,std-6026,D,D,B,C,B
6027,std-6027,A,F,F,F,C
6028,std-6028,F,F,C,F,C
6029,std-6029,D,B,F,C,B
6030,std-6030,F,A,C,F,B
6031,std-6031,D,C,B,F,B
6032,std-6032,F,F,A,A,B
6033,std-6033,F,F,C,D,C
6034,std-6034,D,F,F,D,C
6035,std-6035,D,D,B,F,C
6036,std-6036,F,F,A,F,C
6037,std-6037,D,F,F,B,C
6038,std-6038,F,A,B,B,A
6039,std-6039,F,F,B,C,C
6040,std-6040,A,D,D,F,B
6041,std-6041,A,F,D,F,C
6042,std-6042,B,F,A,C,B
6043,std-6043,C,F,C,D,B
6044,std-6044,A,A,B,A,A
6045,std-6045,B,B,C,D,B
6046,std-6046,D,F,D,F,C
6047,std-6047,F,B,C,A,B
6048,std-6048,A,F,B,B,A
6049,std-6049,F,C,C,F,B
6050,std-6050,F,F,B,F,B
6051,std-6051,D,D,F,D,B
6052,std-6052,B,C,D,C,B
6053,std-6053,C,F,F,A,B
6054,std-6054,C,F,B,F,B
6055,std-6055,F,D,A,A,B
6056,std-6056,F,C,D,F,C
6057,std-6057,B,B,F,C,B
6058,std-6058,B,C,B,D,B
6059,std-6059,F,B,A,F,B
6060,std-6060,B,C,A,F,B
6061,std-6061,A,D,D,F,B
6062,std-6062,F,C,B,B,B
6063,std-6063,F,B,A,B,A
6064,std-6064,B,A,F,F,B
6065,std-6065,A,B,B,A,A
6066,std-6066,F,F,F,C,C
6067,std-6067,F,F,F,F,D
6068,std-6068,B,F,C,B,B
6069,std-6069,C,F,C,D,B
6070,std-6070,D,C,B,A,B
6071,std-6071,D,A,D,D,B
6072,std-6072,D,F,F,B,B
6073,std-6073,B,B,C,A,A
6074,std-6074,F,B,A,D,B
6075,std-6075,C,D,D,C,B
6076,std-6076,D,B,C,F,B
6077,std-6077,D,C,A,C,B
6078,std-6078,A,C,D,C,B
6079,std-6079,C,F,A,C,B
6080,std-6080,F,A,F,D,B
6081,std-6081,C,F,A,D,B
6082,std-6082,F,B,A,F,B
6083,std-6083,F,F,B,D,C
6084,std-6084,C,B,B,C,B
6085,std-6085,F,C,A,D,B
6086,std-6086,F,F,A,D,B
6087,std-6087,D,F,C,A,B
6088,std-6088,D,C,B,F,B
6089,std-6089,F,B,F,A,B
6090,std-6090,F,C,C,D,B
6091,std-6091,C,B,C,B,A
6092,std-6092,D,F,C,F,C
6093,std-6093,D,F,D,D,C
6094,std-6094,A,C,A,F,B
6095,std-6095,F,F,D,B,C
6096,std-6096,B,F,F,F,C
6097,std-6097,F,F,C,D,C
6098,std-6098,D,C,C,B,B
6099,std-6099,F,B,A,A,A
6100,std-6100,C,C,D,F,B
6101,std-6101,D,F,A,B,B
6102,std-6102,F,F,F,C,C
6103,std-6103,A,A,A,C,A
6104,std-6104,D,B,C,C,B
6105,std-6105,F,D,A,F,B
6106,std-6106,F,F,C,B,C
6107,std-6107,F,F,B,F,B
6108,std-6108,F,B,C,D,B
6109,std-6109,B,C,D,B,B
6110,std-6110,F,F,B,A,B
6111,std-6111,F,B,B,F,B
6112,std-6112,F,C,B,F,B
6113,std-6113,D,C,D,C,B
6114,std-6114,F,C,C,F,B
6115,std-6115,F,A,F,C,C
6116,std-6116,F,A,C,D,B
6117,std-6117,B,A,A,D,A
6118,std-6118,D,B,B,F,B
6119,std-6119,B,C,C,D,B
6120,std-6120,F,F,C,C,B
6121,std-6121,B,B,D,F,B
6122,std-6122,F,F,D,F,D
6123,std-6123,F,A,D,C,B
6124,std-6124,F,D,B,B,B
6125,std-6125,B,B,F,B,B
6126,std-6126,F,F,C,B,B
6127,std-6127,B,C,F,C,B
6128,std-6128,C,C,A,B,A
6129,std-6129,D,F,F,F,C
6130,std-6130,F,A,C,F,C
6131,std-6131,B,F,B,F,B
6132,std-6132,C,F,B,F,C
6133,std-6133,B,D,F,C,B
6134,std-6134,F,A,D,D,B
6135,std-6135,F,F,A,F,B
6136,std-6136,A,F,B,B,A
6137,std-6137,F,D,B,A,B
6138,std-6138,D,F,B,C,B
6139,std-6139,B,A,A,B,A
6140,std-6140,F,C,C,B,B
6141,std-6141,F,C,F,F,C
6142,std-6142,D,A,C,F,B
6143,std-6143,F,A,A,C,B
6144,std-6144,F,A,B,D,B
6145,std-6145,D,D,B,C,B
6146,std-6146,B,A,F,B,B
6147,std-6147,F,F,C,D,B
6148,std-6148,C,D,B,C,B
6149,std-6149,F,F,C,F,C
6150,std-6150,F,F,B,F,C
